date,min,max,median,q1,q3,stdev,count
2020-06-07T00:00:00.000Z,2.33,10.82,5.87,4.09,8.18,2.189,327
2020-06-08T00:00:00.000Z,2.08,8,3.65,3,4.22,1.249,335
2020-06-09T00:00:00.000Z,2.5,25.15,5.11,3.66,7.85,3.606,292
2020-06-10T00:00:00.000Z,2.8,12.35,3.92,3.53,4.72,1.127,330
2020-06-11T00:00:00.000Z,5.18,13.7,7.82,6.95,8.69,1.309,359
2020-06-12T00:00:00.000Z,2.6,30.45,5.8,4.28,9.41,4.829,352
2020-06-13T00:00:00.000Z,3.35,7.37,4.55,4.18,4.9,0.733,316
2020-06-14T00:00:00.000Z,1.45,4.45,2.33,2,3.28,0.735,220
2020-06-15T00:00:00.000Z,2.12,7.57,3.12,2.83,3.72,0.914,330
2020-06-16T00:00:00.000Z,2.65,5.05,3.6,3.33,3.95,0.43,354
2020-06-17T00:00:00.000Z,4.5,26.12,8.07,7.22,11,4.315,334
2020-06-18T00:00:00.000Z,4,37.67,8.39,6.62,11,6.558,310
2020-06-19T00:00:00.000Z,8.65,28.65,11.2,9.94,16.32,4.465,275
2020-06-20T00:00:00.000Z,2.78,9.93,4.18,3.6,5.35,1.718,366
2020-06-21T00:00:00.000Z,2.85,4.87,3.6,3.4,3.87,0.366,250
2020-06-22T00:00:00.000Z,1.62,10.88,3.72,2.5,4.67,1.608,341
2020-06-23T00:00:00.000Z,2.2,6.43,5.09,3.42,5.45,1.143,119
2020-11-10T00:00:00.000Z,7.72,19.07,10.77,8.9,13.98,2.691,143
2020-11-11T00:00:00.000Z,6.2,17.92,8.02,7.45,8.93,2.139,183
2020-11-12T00:00:00.000Z,7.7,29.5,15.1,10.23,18.63,5.266,167
2020-11-13T00:00:00.000Z,6.13,20.83,12.3,9,14.77,3.66,242
2020-11-14T00:00:00.000Z,5.4,18.67,10.93,8.99,13.93,2.959,337
2020-11-15T00:00:00.000Z,4.47,43.92,12.82,10.3,24.62,10.065,289
2020-11-16T00:00:00.000Z,6.13,16.98,11.79,10.57,13.35,1.799,282
2020-11-17T00:00:00.000Z,3.4,19.64,6.04,4.92,12.43,4.55,312
2020-11-18T00:00:00.000Z,3.4,15.35,9.57,8.07,10.35,2.291,363
2020-11-19T00:00:00.000Z,2.7,38.79,13.18,10.56,19.25,7.073,369
2020-11-20T00:00:00.000Z,2.5,24.67,11.01,4.38,14.6,5.33,362
2020-11-21T00:00:00.000Z,5.78,42.72,14.31,11.88,18.77,8.114,270
2020-11-22T00:00:00.000Z,5.35,24.58,10.07,8.1,13.01,4.792,185
2020-11-23T00:00:00.000Z,2.78,13.5,6.63,5.72,8.27,1.857,175
2020-11-24T00:00:00.000Z,4.57,28.02,13.85,8.65,21.45,7.106,171
2020-11-25T00:00:00.000Z,6.4,16.89,8.9,7.78,10.65,2.141,278
2020-11-26T00:00:00.000Z,7.85,400.08,16.86,10.93,42.08,71.737,286
